2016,Up/down,2015,2014,2013,Name,Nationality,Club at Dec 20 2016,Domestic league,Age at 20 Dec 2016,RAW TOTAL,HIGHEST SCORE REMOVED,FINAL SCORE,VOTES CAST,No1 PICK,JUDGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,JUDGES' NUMBERS ARE ALLOCATED AT RANDOM AND BEAR NO RELATION TO THE ALPHABETICAL LIST OF JUDGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,CLICK HERE FOR FULL LIST OF JUDGES AND RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6,44,93,39,Gerard Piqué,Spain,Barcelona,Spain,29,705,34,671,45,0,,,18,,,,,33,,,,,20,21,,19,16,,,,,,24,19,,,7,13,,,,19,21,,,11,,,,,,34,,,,,6,6,,12,28,,,,2,13,13,23,9,,11,,,,,7,32,,,,5,,,,12,,24,,27,,20,,27,1,2,12,,,,,,,23,8,,,,,1,,16,,,10,,,,,,,,,27,16,20,,8,,,,9,,,
39,-15,24,60,27,Sergio Busquets,Spain,Barcelona,Spain,29,681,33,648,44,0,,,2,,,6,,,,,,32,10,,,16,,,,2,,,,,,,33,,,,,,,,24,,20,19,10,,30,22,,,,,10,24,,16,,14,5,1,,,18,,16,,33,2,,,,,,13,,17,,,,,18,,,,24,,,1,,,26,,3,,,,,16,,27,,,,,8,,,9,22,,,1,13,25,,,,22,,24,5,,,13,,13,16,,,
40,New,114,76,64,Hugo Lloris,France,Tottenham Hotspur,England,30,550,32,518,38,0,6,14,,,,,24,,,,16,,,,26,13,9,16,30,,,,,,,,,,,,,10,,,13,,,,,,,1,,,,,,,,24,27,,,,6,,,,,,,,24,,22,,,,12,,22,,,,,14,22,,,7,13,,19,,,,9,6,,26,,,9,6,,,,,,,,32,11,1,,,,,10,27,,,,5,12,,2,,,,,4,,
41,29,70,42,90,Koke,Spain,Atlético Madrid,Spain,25,517,26,491,42,0,,,8,,,11,,,,4,19,,,,25,,,,,,11,14,,14,,5,14,25,4,,,,1,12,,,12,,25,20,,15,,,,,,,16,4,,19,,,10,,16,,,,,20,,17,,,,,,3,,,,13,3,,,17,,,26,,8,,,,,,15,11,,,,,,,,,,,,6,,4,6,,,13,20,,,,,,,9,,,7,,,12,,3
42,New,217=,,,Jan Oblak,Slovenia,Atlético Madrid,Spain ,23,475,35,440,37,0,,,,8,,,1,,,,,,,,,20,,,,,,,,,,,,,,,,,,13,,17,,14,,8,,,,22,,,,,21,,18,,16,,,,,13,,,3,,,14,,,11,11,5,,,,,,,19,,,,,,,,,13,,4,,,7,,10,22,3,,,,,,,,7,5,,2,,,18,7,1,30,6,19,21,35,,,8,,,,,,23
43,-4,39,14,72,Angel Di María,Argentina,PSG,France,29,477,37,440,36,0,,,,,4,9,,,,15,,,,,,3,,,,,,,2,15,3,17,24,,,16,,,16,18,,,19,,,13,,,,,,,22,,,11,,18,,,,9,,18,,,,,5,,,4,,,,,25,,,,2,15,,14,,,,5,12,,,15,11,,,,,,12,,,3,,,,37,,21,,23,,,,,,,,,,,,,,,,10,11,,,
44,-14,30,35,32,David Silva,Spain,Manchester City,England,31,446,35,411,31,0,,,,,,,,,,17,,,,,,,,,7,,,33,,,10,,1,,,23,,9,9,,,,11,,,,,13,,8,,,,13,8,2,,28,1,,3,11,,,,,,,,,,35,,,,,,24,,,,,,,7,,18,,,19,11,,18,,,,,,,,,,,,6,,21,28,13,,,,,,,,,,24,,,,,,,,,,15,
45,-2,43,64,76,Marco Verratti,Italy,PSG,France,25,437,30,407,29,0,,,,,3,,,,,3,,,,,,,,,,8,14,,,,,,22,15,13,25,,,,,10,,17,,,,,,,,,10,,25,,,,9,,24,,,,,,,,,,19,21,,,8,,24,,,,12,,,10,,,,,15,30,,16,,,5,,,18,,,20,,,,,,,,,,,,,1,,30,,,10,,,,,,,,,,,,
46,5,51,12,35,Diego Costa,Brazil,Chelsea,England,29,412,32,380,28,0,,,1,,,,,18,,20,,,,19,4,,,,,,9,,14,,9,,,,,15,30,,15,,3,,,,,,,32,,12,16,,,15,,,,,,,,,,3,,,,21,12,,,,14,,,,17,,,,,,,25,,,,,,22,7,,,,,,,,,,1,,,,,,,,,,,17,,,25,,,,,,,,,,,,,16,,
47,7,54,47,13,Edinson Cavani,Uruguay,PSG,France,30,395,34,361,27,0,,,,,,,,,,,,,,,,,,,11,,13,,26,,,,,,7,12,,,,,,,16,,,32,19,,20,,,,,1,,,,,,34,,,,,,17,,,,,,,,4,,15,,,,14,,,,,1,,,,,8,,,,22,,,,,,15,,,,,,,,10,17,,,14,,,,11,26,,2,,,,,,,,,10,,18
48,40,88,,,Marcelo,Brazil,Real Madrid,Spain,28,390,35,355,29,0,,6,,,,,,31,,,,,18,,,,,28,,20,,3,,,,,,,8,,,,,9,,9,,,,,,10,,,,,3,,4,,7,,,,,4,,,21,,,,,,,,,,,,,25,,,16,,,,,,15,2,,,4,,,,16,,,8,,,,10,7,,,,,,,,,,,,,,17,11,,19,,,,,,,,,35,24
49,33,82,,,Mauro Icardi,Argentina,Internazionale,Italy,23,352,28,324,28,0,,,,,15,,,,15,,,,,,,,,,,,17,,8,,,,,,,10,,,,3,,,,,,,,,,,23,,,22,12,,,,,,,,,,10,,,,4,21,,,,14,,,,,,,13,12,,,,5,,,,,,,,,,18,8,,,,,,10,,,21,2,,28,,,,3,,,,12,14,,,,,,,,,12,7,,13
50,-17,33,19,55,Karim Benzema,France,Real Madrid,Spain,30,348,29,319,24,0,18,26,,,,,,,,,,29,,,,,,,,5,,,15,,,,,,,6,15,,,,23,,,,,,,,,,10,9,5,,,,,,,,,,,,12,,18,,,,,14,,,,,,,,5,,,,,3,,,,,,,,6,,,,,,,23,,,,,15,,,,29,,,,,3,,,,27,,,19,,,,13,,,,,
51,24,75,39,66,Mats Hummels,Germany,Bayern Munich,Germany,29,337,27,310,25,0,,,9,,,,,,,,,,,,,15,,,,,23,,,18,,,2,,,,,,17,,7,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,18,,,13,24,7,,,,,15,17,,,6,,,,4,25,24,,,,,,2,,9,,,,,,,,,,,27,,,10,5,,,,,,7,,,,,,,,17,,,
52,-11,41,31,17,Thiago Silva,Brazil,PSG,France,33,323,28,295,24,0,,,,,,,,,8,,,18,,,,,,,9,,15,,20,,25,,,,,,19,,14,,11,,,,,,13,,,,,,28,,,,,,,,,19,,17,,,,,18,,16,20,12,,,,1,,,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,12,,,2,,,,,,,,,,,,,,4,,,10
53,New,,,,Casemiro,Brazil,Real Madrid,Spain,24,321,34,287,18,0,,,,,,,,,4,,,,,,,,,,27,30,,,,,8,,,,,,16,,,,,,,,,9,,,,,,,,,,,,,,,,,,28,,16,,,,,,,,,,18,,,11,,,,,,,,,,,,,,,,18,,,,,,14,,,21,,,,,,,,,,11,,,21,34,,,,,,,,,,,13,22
54,New,,,,Renato Sanches,Portugal,Bayern Munich,Germany,19,311,28,283,28,0,17,,,,25,,,,,,,,,7,,13,,,26,10,,,,,,4,,,,3,2,,,,,,,,,3,14,,3,,,,,,,14,12,,,,,,,,,,,,,,3,,,28,,,,,,,,,,,,,,,,11,,,,4,25,,,,,14,,,16,2,,,,4,,,,,,,,21,,,,,,16,,10,1,,3,,,
55,12,67,,,Keylor Navas,Costa Rica,Real Madrid,Spain,30,300,34,266,17,0,,20,,,,,,,11,,,,,,3,,,34,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,,,,,,,,,,,,,,,30,,,8,,,,,,,,,,,,,,,,,,,,3,,,,,6,,,,,34,,,16,,26,,,2,20,,,,,,,,,,,27,
56,-35,21,9,15,Philipp Lahm,Germany,Bayern Munich,Germany,34,280,23,257,22,0,,,,,12,,,6,,,,,4,,,,,,,11,,,,,,,,,,,,17,,,15,23,,13,,,,,21,,,,21,21,,,,12,,,,,,,,,5,,9,,,13,9,,,,16,,,3,,17,,,,,,,,,,,,,,,,,,,,,,,9,,,,,16,,,,,,,,,,,7,,,,,,,,,
57,20,77,85,116,Henrikh Mkhitaryan,Armenia,Manchester United,England,27,273,26,247,20,0,10,,,,,,,15,,,,,,,9,14,,,,,,,,,20,,15,,,,11,,,,,,,7,11,25,1,,,,,,,,,,,,,,,,17,,,,,,,,20,,,,,,,8,,,,,,,,,,,,,,9,,,,,22,,5,,,,,,,,10,,,26,,,,,,,,,,,,,,,,,,,18,
58,New,,,75,Toby Alderweireld,Belgium,Tottenham Hotspur,England,28,271,28,243,21,0,9,,,,,,9,,,,,,12,,,7,8,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,,,,11,,,20,,,,,,,2,,,25,13,,12,,,,,,,,,,,,,,,,,14,,,,,,14,20,,,11,,,,,,,,,,,,,3,16,,,,28,,,,,28,,,,,,,,,,
59,New,,,,Kevin Gameiro,France,Atlético Madrid,Spain,29,270,27,243,19,0,,25,,20,,,,,,,,,,,,9,6,,,,,,,,23,13,,,,,,,,,,,,,17,,,20,,,,,,,,,,,,,,,,15,,,,,,,,,,,17,,,,20,,,,,,,,17,,,,,8,,,2,,,,,,27,,3,,,,,,,,,,,,,,1,13,,,14,,,,,,,,,
60,New,,,,Joshua Kimmich,Germany,Bayern Munich,Germany,21,262,24,238,27,0,,,,6,,,11,,17,,,,,,,5,,14,6,,21,,,,,,,,3,,,,,,,,,,8,,,,16,,,,,,,6,16,,4,,,,2,9,,4,,,,9,,,,,,,,18,,,,,,,,,,,,,,7,,19,7,9,24,,,,,,,,2,,8,,,9,,,,,,,,,,,,,,,,2,,,,
61,-38,23,44,43,David Alaba,Austria,Bayern Munich,Germany,25,267,31,236,22,0,,,3,,,,,4,,19,,,14,6,,,15,,,,,,,,,,17,18,,,,15,,,,8,4,2,,,,,,,,,,,,,,13,,,,,,,,,16,12,,,,6,31,,,,,,,,4,,,,,,6,,,,,,,,,,,,,,,,,,10,,,,,15,,,,,,,,,,29,,,,,,,,,,
62,-37,25,27,63,Javier Mascherano,Argentina,Barcelona,Spain,32,258,33,225,20,0,,9,22,,,4,4,,,,,,,,31,,,,,,,8,,,,,16,,22,,,,,,,,,,,,,,,,,1,24,,,,,10,,,,,,,,,,,,,,,,,,,,,,,10,,3,,,,,,,,33,,,,,,,,,,,23,12,,12,,,,,,,5,,,,,,,,7,,,,,,,,,,2
63,-31,32,,,Douglas Costa,Brazil,Bayern Munich,Germany,26,256,33,223,16,0,,,26,,,22,,,,,33,,,,,,,,,,,,,,,16,,,,,,,,,,,7,,,24,,,,,,,,,6,,,,,,,,,,,,,25,,,,21,,,,,,,,,,,,,,,,11,,,,,,,,,10,,,,,5,25,,,,,,8,,,13,,4,,,,,,,,,,,,,,,,
64,New,,,,Gabriel Jesus,Brazil,Palmeiras,Brazil,19,252,30,222,29,0,,,,,6,,5,,,,,8,,4,6,,12,3,,,,,1,,6,3,,6,15,,,,,,,,,,,11,7,,,3,24,,,,,,,,8,,,,,,,,,,,,,,,21,,11,3,,2,,,,,8,,,,,,,,,,11,,,,30,,2,,,15,,,,,,,,,,,9,,,,,,,,,,,,,,2,10,
65,4,69,,,Mohamed Salah,Egypt,Roma,Italy,24,223,32,191,17,0,,,,,,,,,,,,,,,,,2,,,,,,,6,,,,,,17,32,,,22,,,,1,,,,,,,1,25,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,22,,14,,9,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,19,15,22,,,,,,
66,5,71,103,104,Giorgio Chiellini,Italy,Juventus,Italy,32,213,23,190,20,0,,21,10,,8,,,,,,,,,,,,,,,,,6,11,,,22,,,,,,23,,,,2,,,,,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,9,,,,,,,6,,10,,9,,,,,,,3,,,,,,,,17,3,,,,,,,9,,11,,,,
67,New,148,,,Aritz Aduriz,Spain,Athletic Bilbao,Spain,36,223,34,189,18,0,,,,,,,,,13,,,,,,,,14,,,,,,,,,,,10,19,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,3,,,,,23,20,,4,,,,6,,,,,,,9,,,2,,16,14,10,,,,,,,,,,,,,,,,,,,,,34,3,,,17,,,,,,,,,
68,32,100,,74,Laurent Koscielny,France,Arsenal,England,32,215,34,181,16,0,11,34,,,,,2,,,,,,,10,,,,22,14,,,,23,,,,,,,,,,,6,,,,,,,,,,,,,,,,,19,,,,,,,,,12,,,,,,,,,,,,3,,,,,,,18,3,22,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,
69,New,119,,,Sadio Mané,Senegal,Liverpool,England,24,199,24,175,17,0,,,,17,,16,,,,,3,,,,,,,,15,,,,,,,,,,,,9,,,7,,4,,,2,,,,10,,,23,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,9,,,,,,14,,,,,,,,,,,,,,9,,,15,,,,,,,,,,,,,,11,,,11,,,,,,
70,-15,55,58,81,Miralem Pjanic,Bosnia-Herzegovina,Juventus,Italy,26,176,20,156,16,0,,,,3,,,18,,,,,,,,,,,,,,,,,,,,,,,,10,,12,,,,,,,,,8,,6,,,,,11,,,8,,,,,,,,,,,,,,,,,,,,,12,,,20,,,,,,,14,,,,,,,13,,,,,,,,,,20,,,,,,,,,,,,,3,,,,,,,,6,,12,
71,-24,47,,,Álvaro Morata,Spain,Real Madrid,Spain,24,184,32,152,14,0,,10,,9,,,,32,,,,,,,11,,,,,4,,,,,,15,,,,,,,,,,,,,,,,,,,14,,,4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,9,,,4,,,31,,,,,12,,,,,,,
72,New,,,,Kasper Schmeichel,Denmark,Leicester City,England,30,180,31,149,14,0,,,,11,,,,,,,2,,,,,,4,,,,,,,,,27,,,,,7,31,,,,,,,,,,,17,,,,,,,,,,,,,8,,,,,,,,,7,,,,,,,,,,,,,11,,11,,,2,,,,,,26,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,
73,New,107,75,49,Aaron Ramsey,Wales,Arsenal,England,26,171,24,147,16,0,,,,,20,,,,,,9,,,,,,,9,5,,,,,8,,,,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,,1,,,,10,,,,,,,,,24,,,,,,,,,,,,11,,,,,,,,,16,,18,,,13,,,,,,,,,,,,,,2,,,,,,,,,,,16,,,,
74,New,,,,Raphaël Guerreiro,Portugal,Borussia Dortmund,Germany,23,169,24,145,16,0,,7,,,,,,,,,,,1,,,,3,,,,22,,,11,,,,3,,,,,,,,,,,24,,,,,,,,,,,,,,,,19,,,19,,2,,,,,8,,,,,,,,16,,,,,,,,1,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,
75,New,,,,Rui Patrício,Portugal,Sporting Lisbon,Portugal,28,170,25,145,14,0,,,,,,,,,,,12,,,,,6,,20,,,,,,,,,,17,,,,,,,,,,,,,,,,,25,,,,,8,9,,17,,12,,,,,,,,,,13,,,,,,,,,,,,8,,,,,,,,,,,,,,,,13,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,,,
76,New,,,,Roberto Firmino,Brazil,Liverpool,England,26,160,24,136,14,0,,,,,,,,,10,,,,,,,11,,,,,10,,,,,,,,,,,,,,,,5,,,,,,15,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,24,,,,,,,,,19,,,,,,,,,11,,,18,,,,,,,,23,,,9,,,,,,,,,,,,
77,New,,,,Yannick Carrasco,Belgium,Atletico Madrid,Spain,23,158,30,128,9,0,,,,,,,,,,,,,,,,,,,,28,,,,,,,,4,5,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,21,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,2,,,,,,,,,,,,,,,,,,
78,-20,58,81,41,Dani Alves,Brazil,Juventus,Italy,33,158,32,126,13,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,9,,,,,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,6,11,,,,,,,,,,32,,,,,,,,,,17,,,,,,,8,,,3,14
79,New,,,,Nani,Portugal ,Valencia,Spain,31,156,31,125,12,0,,,,,,,3,,,,,,,5,22,,13,,,,,,,,,,,,,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,6,,,,,,,,,,,,,14,,,,,,,,,,,,,,11,,,,,,,,,,,,,13,,,,,20,,,,
80,New,,,,Gianluigi Donnarumma,Italy,Milan,Italy,17,146,26,120,19,0,,,,5,7,,,,mi,,,,,3,,,,,,,,,,,,,,5,,14,,,,,,,,,,,,,2,,26,,,,,,,,,,,,,,,5,,,,2,,,,,4,1,,,5,,,,,,,,,,,,,1,,,11,,,,,,,,11,,,,,,,,,,22,,,,16,5,,,,,,,,,1,,,
81,3,84,,,Claudio Bravo,Chile,Manchester City,England,33,137,31,106,9,0,,,,4,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,18,,,,,,,,7,,,,,,,,,7,,,,
82,New,104,,58,Marek Hamsik,Slovakia,Napoli,Italy,29,126,22,104,14,0,,,,,,,,,,,,,,,,4,,,,,3,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,22,,,,6,18,,,,,,,8,13,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,3,,,,,10,,,,2,
83,New,,,,Miguel Borja,Colombia,Atlético Nacional,Colombia,23,136,35,101,8,0,,,,,,,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,27,11,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,16
84,-31,53,62,93,Blaise Matuidi,France,PSG,France,30,120,22,98,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,7,,11,,16,,,,,,,,,,,,,2,,,,13,,,,,,,,,,,,,,,,,,,,,,,19,17,,,,,,,,4,,,,,,,,,
85,New,120,,44,Ilkay Gündogan,Germany,Manchester City,England,27,116,21,95,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,12,,,,,,,,,,8,,5,,,,,,,,,,,,,,,,9,,,19,,,,,,,,,,15,,,,,,,,,,,
86,1,87,,30,Juan Mata,Spain,Manchester United,England,29,129,34,95,8,0,,,,,,,,13,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,7,28,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,
87,-68,19,15,,James Rodríguez,Colombia,Real Madrid,Spain,26,123,31,92,8,0,,,,,,,,,,,,31,,,,,,,,,,23,,,2,,9,,,5,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,8,
88,-26,62,52,,Raheem Sterling,England,Manchester City,England,23,113,23,90,8,0,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,18,,,,,,,,,,16,,,,,,,,15,,,,15,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
89,-67,22,4,14,Arjen Robben,Netherlands,Bayern Munich,Germany,33,103,21,82,8,0,,,,,,,,5,,,,,,,,,,,,,,,,,16,,21,,,,,,,,,,,,,,,,,,,,16,,,,,16,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
90,New,,,,Dele Alli,England,Tottenham Hotspur,England,20,104,23,81,14,0,4,,,,,2,,,,23,,,,,,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,3,7,,,,,,,,,,,,,,,,,,,8,,,,,,13,,,5,,,,,,,,14,,,,,,,,,,,,1,,,,,,,,,,,,,,,
91,New,,,,Adrien Silva,Portugal,Sporting Lisbon,Portugal,27,99,22,77,7,0,,12,,,22,,,22,,,,,,,,,,,,,,,,,,18,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,-56,36,17,47,Thibaut Courtois,Belgium,Chelsea,England,25,98,24,74,8,0,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,24,,,,6,,,,,,,,,,,,,,,,,,,,4,,,,,,,,8,,,,,,18,,,,,,,,,,,
93,New,129,,,Fernandinho,Brazil,Manchester City,England,31,99,30,69,7,0,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,,12,13,,,,,,,,,,
94,-33,61,,,Alexandre Lacazette,France,Lyon,France,26,94,27,67,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,,11,,,,,,,,,4,,7,21,,,,,,,,,,,,,11,,,,27,,,,,,,,,,,,,,,,,,,,,,,,
95,New,,,,Éver Banega,Argentina,Internazionale,Italy,28,96,29,67,6,0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,29,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
96,0,96,79,31,Francesco Totti,Italy,Roma,Italy,40,87,22,65,9,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,10,,,,,,,,15,,,,,,,,,,,,,3,,,,,,4,,,,,,,,,,,14,,,,,,11,,,,,,,,,,,
97,-2,95,,67,Santi Cazorla,Spain,Arsenal,England,32,88,23,65,6,0,15,,,,,,,11,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,23,,,,
98,-17,81,,,Thiago Alcântara,Spain,Bayern Munich,Germany,25,93,30,63,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,5,,,,,,,,,,,,,
99,New,,,,Julian Weigl,Germany,Borussia Dortmund,Germany,21,79,20,59,12,0,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,1,,5,,,,5,,,,,,,,,,2,,,,,,5,,,,,8,,,2,,,,,15,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,12,,,,,,,,,,,,,,,,
100,New,,,,Ousmane Dembélé,France,Borussia Dortmund,Germany ,19,78,21,57,13,0,1,,,1,,,,,,,,,,,,,,4,,,,,6,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,11,,,,,,,,,,,,,,,,21,8,,,,,,,,,,,,,,,,,,,,5,,,,4,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,108,,,Romelu Lukaku,Belgium,Everton,England,24,71,14,57,12,0,3,,,,,,,,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,3,,,,,,,6,,6
102,,156,,,Islam Slimani,Algeria,Leicester City,England,28,72,16,56,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,2,,,,,,5,,7,,,,,,,,,,,,,,,,,,,,13,16,12,,,,,,
103,,176,,,Andrea Barzagli,Italy,Juventus,Italy,35,79,24,55,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,2,,,6,21,,,,,,,,,,,,,,,,,,,,,,,9,,,,
104,,128,99,,Radja Nainggolan,Belgium,Roma,Italy,28,76,21,55,5,0,,,,,,,,,,,,,,,,,,,,15,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,10,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,Javier Hernández,Mexico,Bayer Leverkusen,Germany,28,69,17,52,8,0,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,9,,,,,,,1,,,,12,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
106,,66,,,Anthony Martial,France,Manchester United,England,21,70,21,49,8,0,,,,,,,,,,,,,,,2,,,,,12,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,8,8,,,,,,,,,,21,,,,,,,,,,,,,,,,,
107,,,,,Vitolo,Spain,Sevilla,Spain,27,61,14,47,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,10,,,,,,7,,,,,,7,,,6,,,,,,,,,,,,,,,,12,14,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
108,,,,,Héctor Bellerín,Spain,Arsenal,England,21,75,29,46,8,0,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,26,,,,,,,29,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
